ticketid,person,age,seat,team,eventType,date,gate,products
111,Rebekah Sharlene,40,B1,null,null,21-Feb,B,"[Softdrink,Hotdog,Book,Beer]"
330,Connell Sela,37,B1,null,null,11-Feb,B,[]
112,Gertie Cierra,33,B1,null,null,21-Feb,B,"[Book,Beer]"
207,Debbi Carley,35,B1,null,null,5-Feb,B,"[Softdrink,Hotdog,Book,Beer]"
417,Jeane Rosalie,32,B1,null,null,18-Feb,B,"[Softdrink,Hotdog]"
134,Tad Kathryn,29,B1,null,null,24-Feb,B,"[Hotdog,Beer]"
340,Kade Fae,21,B1,null,null,12-Feb,B,[Hotdog]
283,Sinclair Blythe,30,B1,null,null,6-Feb,B,[Softdrink]
319,Rebekah Sharlene,40,B1,null,null,9-Feb,B,"[Softdrink,Hotdog]"
454,Ibrahim Gerarda,29,B1,null,null,22-Feb,B,[Softdrink]
329,Rebekah Sharlene,40,B1,null,null,10-Feb,B,"[Softdrink,Hotdog,Beer]"
217,Byrne Oralie,18,B1,null,null,10-Feb,B,[Book]
82,Ferdinand Dwain,34,B1,null,null,19-Feb,B,[]
0,Roseanne Winfield,23,B1,null,null,19-Jan,B,"[Softdrink,Hotdog]"
24,Gertrude Jezza,20,B1,null,null,22-Jan,B,"[Softdrink,Hotdog,Book,Beer]"
298,Mikayla Nevil,24,B1,null,null,8-Feb,B,"[Hotdog,Beer]"
430,Tad Kathryn,29,B1,null,null,19-Feb,B,"[Softdrink,Hotdog,Book,Beer]"
112,Gertie Cierra,33,B7,null,null,21-Feb,B,"[Book,Beer]"
147,Byrne Oralie,18,B7,null,null,25-Feb,B,[Hotdog]
137,Melville Brenden,37,B7,null,null,24-Feb,B,"[Softdrink,Beer]"
211,Lexi Kester,32,B7,null,null,10-Feb,B,[Softdrink]
12,Lexi Kester,32,B7,null,null,21-Jan,B,[Book]
489,Sinclair Kendal,21,B7,B,Fight,23-Jan,B,"[Softdrink,Hotdog]"
290,Pece Ravi,30,B7,null,null,7-Feb,B,"[Softdrink,Hotdog,Book]"
355,Praise Karina,39,B7,null,null,13-Feb,B,"[Softdrink,Hotdog,Book]"
312,Sinclair Blythe,30,B7,null,null,9-Feb,B,"[Softdrink,Hotdog,Book]"
48,Lexi Kester,32,B7,null,null,24-Jan,B,"[Softdrink,Beer]"
367,Byrne Oralie,18,B7,null,null,14-Feb,B,[Hotdog]
525,Sinclair Kendal,21,B7,C,Knife,23-Feb,B,"[Softdrink,Beer]"
445,Ibrahim Gerarda,29,B7,null,null,21-Feb,B,"[Softdrink,Book]"
301,Julian Monday,21,B7,null,null,8-Feb,B,"[Softdrink,Hotdog,Beer]"
405,Roseanne Winfield,23,B7,null,null,17-Feb,B,"[Softdrink,Hotdog,Beer]"
393,Suz Sophie,27,B7,null,null,16-Feb,B,"[Softdrink,Hotdog,Book]"
86,Roseanne Winfield,23,B7,null,null,19-Feb,B,"[Book,Beer]"
483,Rachyl Roly,18,B7,C,Eject,20-Jan,B,[Beer]
26,Mikayla Nevil,24,B7,null,null,22-Jan,B,"[Softdrink,Hotdog,Beer]"
188,Mikayla Nevil,24,B7,null,null,7-Feb,B,[Softdrink]
324,Connie Nadia,32,B7,null,null,10-Feb,B,"[Hotdog,Book]"
387,Moreen Caren,29,B7,null,null,15-Feb,B,[Softdrink]
6,Lorraine Alyse,34,B7,null,null,19-Jan,B,[]
273,Rebekah Sharlene,40,B7,null,null,5-Feb,B,"[Softdrink,Hotdog,Book]"
124,Debbi Carley,35,B7,null,null,22-Feb,B,"[Softdrink,Hotdog,Beer]"
333,Baxter Georgene,24,B7,null,null,11-Feb,B,"[Hotdog,Beer]"
58,Rebekah Sharlene,40,B7,null,null,25-Jan,B,"[Softdrink,Hotdog]"
488,Rachyl Roly,18,B7,C,Knife,23-Jan,B,"[Softdrink,Beer]"
247,Sinclair Blythe,30,B7,null,null,3-Feb,B,"[Softdrink,Hotdog]"
349,Ren Aron,37,B7,null,null,12-Feb,B,[Softdrink]
520,Rachyl Roly,18,B7,C,Eject,20-Feb,B,"[Hotdog,Beer]"
164,Lorraine Alyse,34,B19,null,null,11-Feb,B,"[Softdrink,Hotdog]"
200,Lorraine Alyse,34,B19,null,null,5-Feb,B,"[Softdrink,Hotdog,Book]"
61,Bethel Romy,32,B19,null,null,25-Jan,B,"[Softdrink,Book]"
99,Lorraine Alyse,34,B19,null,null,20-Feb,B,[Softdrink]
194,Marcy Ruthie,21,B19,null,null,7-Feb,B,[Hotdog]
142,Ty Jenessa,33,B19,null,null,24-Feb,B,[]
209,Ferdinand Dwain,34,B19,null,null,5-Feb,B,"[Book,Beer]"
77,Kristins Vin,26,B19,null,null,20-Jan,B,"[Softdrink,Hotdog,Book]"
90,Mikayla Nevil,24,B19,null,null,19-Feb,B,"[Hotdog,Beer]"
228,Ogden Terrance,26,B19,null,null,1-Feb,B,"[Hotdog,Beer]"
398,Lexi Kester,32,B19,null,null,16-Feb,B,[]
260,Lexi Kester,32,B19,null,null,4-Feb,B,"[Softdrink,Hotdog,Book]"
156,Carissa Alexandria,19,B19,null,null,25-Feb,B,[Hotdog]
443,Baxter Georgene,24,B19,null,null,20-Feb,B,[]
123,Tad Kathryn,29,B19,null,null,22-Feb,B,[Beer]
214,Ogden Terrance,26,B19,null,null,10-Feb,B,"[Softdrink,Beer]"
449,Sinclair Blythe,30,B19,null,null,21-Feb,B,"[Softdrink,Hotdog,Beer]"
469,Connie Nadia,32,B19,null,null,23-Feb,B,"[Softdrink,Book,Beer]"
315,Justina Marisa,38,B19,null,null,9-Feb,B,[]
350,Melville Brenden,37,B19,null,null,12-Feb,B,"[Softdrink,Hotdog,Beer]"
282,Carey Dakota,21,B19,null,null,6-Feb,B,"[Softdrink,Hotdog]"
211,Lexi Kester,32,B19,null,null,10-Feb,B,[Softdrink]
115,Gertrude Jezza,20,B19,null,null,21-Feb,B,"[Softdrink,Hotdog,Book]"
127,Humphrey Tamela,20,B19,null,null,22-Feb,B,"[Softdrink,Hotdog,Book]"
434,Marcy Ruthie,21,B19,null,null,19-Feb,B,[Softdrink]
178,Praise Karina,39,B19,null,null,23-Feb,B,"[Softdrink,Beer]"
408,Justina Marisa,38,B19,null,null,17-Feb,B,"[Softdrink,Beer]"
9,Connie Nadia,32,B19,null,null,19-Jan,B,"[Softdrink,Book,Beer]"
252,Pece Ravi,30,B19,null,null,3-Feb,B,[Beer]
421,Melville Brenden,37,B19,null,null,18-Feb,B,"[Softdrink,Hotdog]"
304,Dennis Roseanne,38,B19,null,null,8-Feb,B,"[Softdrink,Beer]"
372,Jeane Rosalie,32,B19,null,null,14-Feb,B,[]
40,Pece Ravi,30,B19,null,null,23-Jan,B,"[Hotdog,Book,Beer]"
359,Suz Sophie,27,B19,null,null,13-Feb,B,"[Softdrink,Hotdog,Book]"
293,Gertrude Jezza,20,B19,null,null,7-Feb,B,"[Softdrink,Book,Beer]"
240,Ty Jenessa,33,B19,null,null,2-Feb,B,"[Softdrink,Hotdog]"
14,Julian Monday,21,B19,null,null,21-Jan,B,"[Hotdog,Beer]"
32,Tad Kathryn,29,B19,null,null,22-Jan,B,"[Softdrink,Hotdog,Beer]"
53,Humphrey Tamela,20,B19,null,null,24-Jan,B,[Book]
382,Carissa Alexandria,19,B19,null,null,15-Feb,B,"[Softdrink,Beer]"
490,Sinclair Kendal,21,B5,A,Fight,24-Jan,B,"[Softdrink,Hotdog]"
264,Mikayla Nevil,24,B5,null,null,4-Feb,B,"[Softdrink,Book]"
354,Moreen Caren,29,B5,null,null,13-Feb,B,[Softdrink]
441,Karter Eppie,32,B5,null,null,20-Feb,B,"[Softdrink,Hotdog,Book,Beer]"
12,Lexi Kester,32,B5,null,null,21-Jan,B,[Book]
111,Rebekah Sharlene,40,B5,null,null,21-Feb,B,"[Softdrink,Hotdog,Book,Beer]"
367,Byrne Oralie,18,B5,null,null,14-Feb,B,[Hotdog]
124,Debbi Carley,35,B5,null,null,22-Feb,B,"[Softdrink,Hotdog,Beer]"
112,Gertie Cierra,33,B5,null,null,21-Feb,B,"[Book,Beer]"
221,Bethel Romy,32,B5,null,null,1-Feb,B,"[Softdrink,Hotdog]"
524,Rachyl Roly,18,B5,C,Warning,10-Feb,B,"[Hotdog,Beer]"
332,Gertie Cierra,33,B5,null,null,11-Feb,B,[Hotdog]
379,Gertrude Jezza,20,B5,null,null,15-Feb,B,[]
341,Kristins Vin,26,B5,null,null,12-Feb,B,"[Softdrink,Hotdog,Book]"
418,Ren Aron,37,B5,null,null,18-Feb,B,"[Softdrink,Hotdog]"
185,Roseanne Winfield,23,B5,null,null,7-Feb,B,"[Softdrink,Hotdog,Beer]"
57,Ibrahim Gerarda,29,B5,null,null,25-Jan,B,"[Softdrink,Book,Beer]"
488,Rachyl Roly,18,B5,C,Knife,23-Jan,B,"[Softdrink,Beer]"
272,Marcy Ruthie,21,B5,null,null,5-Feb,B,"[Hotdog,Book]"
311,Byrne Oralie,18,B5,null,null,9-Feb,B,"[Softdrink,Hotdog,Book,Beer]"
5,Humphrey Tamela,20,B5,null,null,19-Jan,B,[]
234,Rebekah Sharlene,40,B5,null,null,2-Feb,B,"[Softdrink,Book]"
487,Sinclair Kendal,21,B5,C,Warning,22-Jan,B,"[Hotdog,Beer]"
431,Praise Karina,39,B5,null,null,19-Feb,B,"[Softdrink,Hotdog,Book,Beer]"
147,Byrne Oralie,18,B5,null,null,25-Feb,B,[Hotdog]
290,Pece Ravi,30,B5,null,null,7-Feb,B,"[Softdrink,Hotdog,Book]"
244,Debbi Carley,35,B5,null,null,3-Feb,B,"[Softdrink,Hotdog]"
160,Mikayla Nevil,24,B5,null,null,11-Feb,B,"[Softdrink,Hotdog]"
392,Charis June,32,B5,null,null,16-Feb,B,"[Book,Beer]"
525,Sinclair Kendal,21,B5,C,Knife,23-Feb,B,"[Softdrink,Beer]"
404,Alysa Sara,35,B5,null,null,17-Feb,B,[Softdrink]
95,Justina Marisa,38,B5,null,null,20-Feb,B,"[Softdrink,Hotdog]"
73,Connell Sela,37,B5,null,null,20-Jan,B,"[Book,Beer]"
240,Ty Jenessa,33,C19,null,null,2-Feb,C,"[Softdrink,Hotdog]"
86,Roseanne Winfield,23,C19,null,null,19-Feb,C,"[Book,Beer]"
439,Gertrude Jezza,20,C19,null,null,19-Feb,C,[Softdrink]
320,Suz Sophie,27,C19,null,null,9-Feb,C,[Softdrink]
60,Suz Sophie,27,C19,null,null,25-Jan,C,"[Softdrink,Hotdog]"
388,Gertie Cierra,33,C19,null,null,15-Feb,C,"[Hotdog,Beer]"
29,Debbi Carley,35,C19,null,null,22-Jan,C,"[Softdrink,Hotdog,Beer]"
249,Praise Karina,39,C19,null,null,3-Feb,C,[Softdrink]
127,Humphrey Tamela,20,C19,null,null,22-Feb,C,"[Softdrink,Hotdog,Book]"
305,Lexi Kester,32,C19,null,null,8-Feb,C,"[Softdrink,Hotdog,Book]"
123,Tad Kathryn,29,C19,null,null,22-Feb,C,[Beer]
376,Ogden Terrance,26,C19,null,null,14-Feb,C,[Hotdog]
296,Justina Marisa,38,C19,null,null,7-Feb,C,"[Hotdog,Beer]"
327,Ty Jenessa,33,C19,null,null,10-Feb,C,"[Hotdog,Book,Beer]"
193,Ren Aron,37,C19,null,null,7-Feb,C,[Softdrink]
75,Gertie Cierra,33,C19,null,null,20-Jan,C,"[Softdrink,Hotdog,Beer]"
424,Carey Dakota,21,C19,null,null,18-Feb,C,"[Softdrink,Hotdog,Book,Beer]"
50,Baxter Georgene,24,C19,null,null,24-Jan,C,"[Hotdog,Beer]"
110,Praise Karina,39,C19,null,null,20-Feb,C,"[Softdrink,Book]"
451,Humphrey Tamela,20,C19,null,null,21-Feb,C,[Softdrink]
350,Melville Brenden,37,C19,null,null,12-Feb,C,"[Softdrink,Hotdog,Beer]"
143,Kade Fae,21,C19,null,null,24-Feb,C,"[Hotdog,Beer]"
361,Melville Brenden,37,C19,null,null,13-Feb,C,"[Softdrink,Hotdog]"
42,Suz Sophie,27,C19,null,null,23-Jan,C,"[Softdrink,Hotdog,Book]"
5,Humphrey Tamela,20,C19,null,null,19-Jan,C,[]
121,Jeane Rosalie,32,C19,null,null,21-Feb,C,"[Softdrink,Hotdog,Beer]"
175,Julian Monday,21,C19,null,null,23-Feb,C,"[Softdrink,Book]"
107,Kristins Vin,26,C19,null,null,20-Feb,C,[Softdrink]
219,Mikayla Nevil,24,C19,null,null,10-Feb,C,"[Hotdog,Book]"
394,Pece Ravi,30,C19,null,null,16-Feb,C,[Softdrink]
170,Ibrahim Gerarda,29,C19,null,null,11-Feb,C,"[Softdrink,Hotdog]"
196,Baxter Georgene,24,C19,null,null,5-Feb,C,"[Softdrink,Hotdog,Beer]"
22,Marcy Ruthie,21,C19,null,null,21-Jan,C,"[Softdrink,Hotdog,Book]"
225,Ferdinand Dwain,34,C19,null,null,1-Feb,C,"[Softdrink,Hotdog]"
285,Bethel Romy,32,C19,null,null,6-Feb,C,"[Hotdog,Beer]"
168,Roseanne Winfield,23,C19,null,null,11-Feb,C,"[Softdrink,Book]"
261,Alysa Sara,35,C19,null,null,4-Feb,C,"[Softdrink,Hotdog,Book]"
411,Tad Kathryn,29,C19,null,null,17-Feb,C,"[Softdrink,Book,Beer]"
200,Lorraine Alyse,34,C19,null,null,5-Feb,C,"[Softdrink,Hotdog,Book]"
151,Kade Fae,21,C19,null,null,25-Feb,C,"[Hotdog,Beer]"
466,Byrne Oralie,18,C19,null,null,23-Feb,C,[Beer]
412,Melville Brenden,37,C20,null,null,17-Feb,C,"[Hotdog,Book,Beer]"
321,Alysa Sara,35,C20,null,null,9-Feb,C,"[Softdrink,Hotdog,Beer]"
439,Gertrude Jezza,20,C20,null,null,19-Feb,C,[Softdrink]
110,Praise Karina,39,C20,null,null,20-Feb,C,"[Softdrink,Book]"
388,Gertie Cierra,33,C20,null,null,15-Feb,C,"[Hotdog,Beer]"
129,Charis June,32,C20,null,null,22-Feb,C,[Hotdog]
121,Jeane Rosalie,32,C20,null,null,21-Feb,C,"[Softdrink,Hotdog,Beer]"
31,Ferdinand Dwain,34,C20,null,null,22-Jan,C,"[Softdrink,Hotdog,Book]"
425,Roseanne Winfield,23,C20,null,null,18-Feb,C,"[Softdrink,Book,Beer]"
219,Mikayla Nevil,24,C20,null,null,10-Feb,C,"[Hotdog,Book]"
350,Melville Brenden,37,C20,null,null,12-Feb,C,"[Softdrink,Hotdog,Beer]"
168,Roseanne Winfield,23,C20,null,null,11-Feb,C,"[Softdrink,Book]"
16,Carey Dakota,21,C20,null,null,21-Jan,C,"[Softdrink,Hotdog,Book]"
201,Justina Marisa,38,C20,null,null,5-Feb,C,"[Softdrink,Book,Beer]"
170,Ibrahim Gerarda,29,C20,null,null,11-Feb,C,"[Softdrink,Hotdog]"
226,Alysa Sara,35,C20,null,null,1-Feb,C,"[Softdrink,Beer]"
305,Lexi Kester,32,C20,null,null,8-Feb,C,"[Softdrink,Hotdog,Book]"
61,Bethel Romy,32,C20,null,null,25-Jan,C,"[Softdrink,Book]"
328,Carey Dakota,21,C20,null,null,10-Feb,C,[Book]
145,Lorraine Alyse,34,C20,null,null,24-Feb,C,[Hotdog]
194,Marcy Ruthie,21,C20,null,null,7-Feb,C,[Hotdog]
286,Crew Susanna,20,C20,null,null,6-Feb,C,"[Hotdog,Book]"
86,Roseanne Winfield,23,C20,null,null,19-Feb,C,"[Book,Beer]"
6,Lorraine Alyse,34,C20,null,null,19-Jan,C,[]
43,Alysa Sara,35,C20,null,null,23-Jan,C,"[Softdrink,Beer]"
452,Ren Aron,37,C20,null,null,21-Feb,C,"[Softdrink,Hotdog,Beer]"
376,Ogden Terrance,26,C20,null,null,14-Feb,C,[Hotdog]
251,Rodger Dorine,21,C20,null,null,3-Feb,C,"[Softdrink,Hotdog]"
50,Baxter Georgene,24,C20,null,null,24-Jan,C,"[Hotdog,Beer]"
123,Tad Kathryn,29,C20,null,null,22-Feb,C,[Beer]
394,Pece Ravi,30,C20,null,null,16-Feb,C,[Softdrink]
262,Karter Eppie,32,C20,null,null,4-Feb,C,[Book]
76,Praise Karina,39,C20,null,null,20-Jan,C,[Softdrink]
106,Kade Fae,21,C20,null,null,20-Feb,C,"[Softdrink,Hotdog,Beer]"
151,Kade Fae,21,C20,null,null,25-Feb,C,"[Hotdog,Beer]"
470,Crew Susanna,20,C20,null,null,23-Feb,C,[]
176,Kade Fae,21,C20,null,null,23-Feb,C,"[Softdrink,Hotdog,Beer]"
363,Ibrahim Gerarda,29,C20,null,null,13-Feb,C,"[Softdrink,Hotdog,Book,Beer]"
240,Ty Jenessa,33,C20,null,null,2-Feb,C,"[Softdrink,Hotdog]"
296,Justina Marisa,38,C20,null,null,7-Feb,C,"[Hotdog,Beer]"
198,Gertrude Jezza,20,C20,null,null,5-Feb,C,"[Hotdog,Book]"
441,Karter Eppie,32,C5,null,null,20-Feb,C,"[Softdrink,Hotdog,Book,Beer]"
454,Ibrahim Gerarda,29,C5,null,null,22-Feb,C,[Softdrink]
300,Ibrahim Gerarda,29,C5,null,null,8-Feb,C,"[Softdrink,Hotdog,Beer]"
290,Pece Ravi,30,C5,null,null,7-Feb,C,"[Softdrink,Hotdog,Book]"
431,Praise Karina,39,C5,null,null,19-Feb,C,"[Softdrink,Hotdog,Book,Beer]"
12,Lexi Kester,32,C5,null,null,21-Jan,C,[Book]
172,Mikayla Nevil,24,C5,null,null,23-Feb,C,"[Softdrink,Hotdog]"
112,Gertie Cierra,33,C5,null,null,21-Feb,C,"[Book,Beer]"
210,Suz Sophie,27,C5,null,null,10-Feb,C,"[Softdrink,Beer]"
221,Bethel Romy,32,C5,null,null,1-Feb,C,"[Softdrink,Hotdog]"
136,Rebekah Sharlene,40,C5,null,null,24-Feb,C,[Beer]
446,Ty Jenessa,33,C5,null,null,21-Feb,C,"[Softdrink,Hotdog,Book,Beer]"
329,Rebekah Sharlene,40,C5,null,null,10-Feb,C,"[Softdrink,Hotdog,Beer]"
391,Carey Dakota,21,C5,null,null,16-Feb,C,"[Softdrink,Hotdog]"
179,Moreen Caren,29,C5,null,null,23-Feb,C,"[Softdrink,Hotdog]"
56,Praise Karina,39,C5,null,null,25-Jan,C,"[Softdrink,Hotdog]"
245,Gertie Cierra,33,C5,null,null,3-Feb,C,"[Softdrink,Hotdog]"
341,Kristins Vin,26,C5,null,null,12-Feb,C,"[Softdrink,Hotdog,Book]"
1,Crew Susanna,20,C5,null,null,19-Jan,C,"[Softdrink,Book]"
82,Ferdinand Dwain,34,C5,null,null,19-Feb,C,[]
124,Debbi Carley,35,C5,null,null,22-Feb,C,"[Softdrink,Hotdog,Beer]"
368,Karter Eppie,32,C5,null,null,14-Feb,C,"[Softdrink,Hotdog,Book]"
264,Mikayla Nevil,24,C5,null,null,4-Feb,C,"[Softdrink,Book]"
493,Sheri John Paul,20,C5,B,Warning,20-Jan,C,"[Hotdog,Beer]"
37,Debbi Carley,35,C5,null,null,23-Jan,C,"[Softdrink,Beer]"
96,Debbi Carley,35,C5,null,null,20-Feb,C,"[Hotdog,Book,Beer]"
331,Debbi Carley,35,C5,null,null,11-Feb,C,"[Hotdog,Book,Beer]"
357,Crew Susanna,20,C5,null,null,13-Feb,C,[Hotdog]
404,Alysa Sara,35,C5,null,null,17-Feb,C,[Softdrink]
197,Connie Nadia,32,C5,null,null,5-Feb,C,"[Hotdog,Beer]"
241,Gertrude Jezza,20,C5,null,null,2-Feb,C,[Softdrink]
273,Rebekah Sharlene,40,C5,null,null,5-Feb,C,"[Softdrink,Hotdog,Book]"
417,Jeane Rosalie,32,C5,null,null,18-Feb,C,"[Softdrink,Hotdog]"
25,Rebekah Sharlene,40,C5,null,null,22-Jan,C,"[Hotdog,Book]"
414,Pece Ravi,30,C2,null,null,17-Feb,C,[Hotdog]
340,Kade Fae,21,C2,null,null,12-Feb,C,[Hotdog]
377,Karter Eppie,32,C2,null,null,15-Feb,C,"[Softdrink,Hotdog,Book,Beer]"
12,Lexi Kester,32,C2,null,null,21-Jan,C,[Book]
207,Debbi Carley,35,C2,null,null,5-Feb,C,"[Softdrink,Hotdog,Book,Beer]"
146,Melville Brenden,37,C2,null,null,25-Feb,C,[Book]
256,Melville Brenden,37,C2,null,null,4-Feb,C,"[Hotdog,Beer]"
323,Praise Karina,39,C2,null,null,10-Feb,C,"[Softdrink,Book,Beer]"
319,Rebekah Sharlene,40,C2,null,null,9-Feb,C,"[Softdrink,Hotdog]"
495,Sheri John Paul,20,C2,B,Warning,25-Jan,C,"[Hotdog,Beer]"
399,Gertrude Jezza,20,C2,null,null,16-Feb,C,"[Softdrink,Hotdog,Beer]"
0,Roseanne Winfield,23,C2,null,null,19-Jan,C,"[Softdrink,Hotdog]"
431,Praise Karina,39,C2,null,null,19-Feb,C,"[Softdrink,Hotdog,Book,Beer]"
81,Alysa Sara,35,C2,null,null,19-Feb,C,[Book]
278,Dennis Roseanne,38,C2,null,null,6-Feb,C,"[Softdrink,Hotdog,Book]"
229,Carey Dakota,21,C2,null,null,1-Feb,C,[Hotdog]
243,Humphrey Tamela,20,C2,null,null,3-Feb,C,"[Softdrink,Hotdog,Book]"
122,Moreen Caren,29,C2,null,null,22-Feb,C,"[Softdrink,Beer]"
289,Humphrey Tamela,20,C2,null,null,7-Feb,C,"[Softdrink,Hotdog]"
233,Pece Ravi,30,C2,null,null,2-Feb,C,[Hotdog]
104,Dennis Roseanne,38,C2,null,null,20-Feb,C,"[Softdrink,Hotdog,Book,Beer]"
416,Humphrey Tamela,20,C2,null,null,18-Feb,C,[]
330,Connell Sela,37,C2,null,null,11-Feb,C,[]
366,Dennis Roseanne,38,C2,null,null,14-Feb,C,[Beer]
468,Ibrahim Gerarda,29,C2,null,null,23-Feb,C,"[Softdrink,Hotdog,Beer]"
272,Marcy Ruthie,21,C2,null,null,5-Feb,C,"[Hotdog,Book]"
158,Gertrude Jezza,20,C2,null,null,11-Feb,C,"[Softdrink,Hotdog]"
35,Mikayla Nevil,24,C2,null,null,23-Jan,C,"[Softdrink,Hotdog,Book]"
171,Lexi Kester,32,C2,null,null,23-Feb,C,[Softdrink]
441,Karter Eppie,32,C2,null,null,20-Feb,C,"[Softdrink,Hotdog,Book,Beer]"
355,Praise Karina,39,C2,null,null,13-Feb,C,"[Softdrink,Hotdog,Book]"
461,Suz Sophie,27,C2,null,null,22-Feb,C,[Beer]
24,Gertrude Jezza,20,C2,null,null,22-Jan,C,"[Softdrink,Hotdog,Book,Beer]"
134,Tad Kathryn,29,C2,null,null,24-Feb,C,"[Hotdog,Beer]"
210,Suz Sophie,27,C2,null,null,10-Feb,C,"[Softdrink,Beer]"
184,Karter Eppie,32,C2,null,null,7-Feb,C,"[Softdrink,Hotdog]"
69,Connie Nadia,32,C2,null,null,20-Jan,C,[]
112,Gertie Cierra,33,C2,null,null,21-Feb,C,"[Book,Beer]"
46,Gertrude Jezza,20,C2,null,null,24-Jan,C,"[Softdrink,Hotdog]"
299,Ogden Terrance,26,C2,null,null,8-Feb,C,[Softdrink]
111,Rebekah Sharlene,40,C2,null,null,21-Feb,C,"[Softdrink,Hotdog,Book,Beer]"
191,Crew Susanna,20,C14,null,null,7-Feb,C,"[Softdrink,Hotdog,Book]"
4,Bethel Romy,32,C14,null,null,19-Jan,C,[Softdrink]
144,Karter Eppie,32,C14,null,null,24-Feb,C,[Book]
421,Melville Brenden,37,C14,null,null,18-Feb,C,"[Softdrink,Hotdog]"
325,Charis June,32,C14,null,null,10-Feb,C,"[Softdrink,Hotdog]"
284,Tad Kathryn,29,C14,null,null,6-Feb,C,"[Softdrink,Beer]"
456,Sinclair Blythe,30,C14,null,null,22-Feb,C,"[Softdrink,Book]"
374,Moreen Caren,29,C14,null,null,14-Feb,C,[]
333,Baxter Georgene,24,C14,null,null,11-Feb,C,"[Hotdog,Beer]"
102,Crew Susanna,20,C14,null,null,20-Feb,C,[]
387,Moreen Caren,29,C14,null,null,15-Feb,C,[Softdrink]
162,Praise Karina,39,C14,null,null,11-Feb,C,"[Softdrink,Beer]"
209,Ferdinand Dwain,34,C14,null,null,5-Feb,C,"[Book,Beer]"
303,Bethel Romy,32,C14,null,null,8-Feb,C,"[Book,Beer]"
73,Connell Sela,37,C14,null,null,20-Jan,C,"[Book,Beer]"
317,Jeane Rosalie,32,C14,null,null,9-Feb,C,"[Hotdog,Beer]"
254,Alysa Sara,35,C14,null,null,3-Feb,C,[Softdrink]
343,Karter Eppie,32,C14,null,null,12-Feb,C,"[Softdrink,Hotdog]"
113,Connell Sela,37,C14,null,null,21-Feb,C,[Softdrink]
119,Tad Kathryn,29,C14,null,null,21-Feb,C,"[Softdrink,Hotdog]"
469,Connie Nadia,32,C14,null,null,23-Feb,C,"[Softdrink,Book,Beer]"
51,Connell Sela,37,C14,null,null,24-Jan,C,[Beer]
359,Suz Sophie,27,C14,null,null,13-Feb,C,"[Softdrink,Hotdog,Book]"
295,Gertie Cierra,33,C14,null,null,7-Feb,C,"[Softdrink,Hotdog,Book]"
224,Ren Aron,37,C14,null,null,1-Feb,C,[Hotdog]
259,Pece Ravi,30,C14,null,null,4-Feb,C,"[Softdrink,Hotdog,Book,Beer]"
213,Justina Marisa,38,C14,null,null,10-Feb,C,"[Softdrink,Hotdog,Book,Beer]"
21,Bethel Romy,32,C14,null,null,21-Jan,C,"[Softdrink,Hotdog,Beer]"
174,Sinclair Blythe,30,C14,null,null,23-Feb,C,"[Softdrink,Hotdog,Book,Beer]"
409,Crew Susanna,20,C14,null,null,17-Feb,C,[Hotdog]
125,Crew Susanna,20,C14,null,null,22-Feb,C,"[Hotdog,Book]"
208,Mikayla Nevil,24,C14,null,null,5-Feb,C,"[Softdrink,Hotdog]"
437,Debbi Carley,35,C14,null,null,19-Feb,C,"[Softdrink,Hotdog]"
40,Pece Ravi,30,C14,null,null,23-Jan,C,"[Hotdog,Book,Beer]"
444,Mikayla Nevil,24,C14,null,null,20-Feb,C,"[Softdrink,Hotdog]"
238,Lorraine Alyse,34,C14,null,null,2-Feb,C,"[Softdrink,Hotdog]"
84,Kristins Vin,26,C14,null,null,19-Feb,C,"[Hotdog,Book,Beer]"
27,Kristins Vin,26,C14,null,null,22-Jan,C,[Softdrink]
149,Lexi Kester,32,C14,null,null,25-Feb,C,"[Softdrink,Book,Beer]"
256,Melville Brenden,37,C1,null,null,4-Feb,C,"[Hotdog,Beer]"
111,Rebekah Sharlene,40,C1,null,null,21-Feb,C,"[Softdrink,Hotdog,Book,Beer]"
278,Dennis Roseanne,38,C1,null,null,6-Feb,C,"[Softdrink,Hotdog,Book]"
299,Ogden Terrance,26,C1,null,null,8-Feb,C,[Softdrink]
272,Marcy Ruthie,21,C1,null,null,5-Feb,C,"[Hotdog,Book]"
323,Praise Karina,39,C1,null,null,10-Feb,C,"[Softdrink,Book,Beer]"
229,Carey Dakota,21,C1,null,null,1-Feb,C,[Hotdog]
233,Pece Ravi,30,C1,null,null,2-Feb,C,[Hotdog]
146,Melville Brenden,37,C1,null,null,25-Feb,C,[Book]
353,Byrne Oralie,18,C1,null,null,13-Feb,C,[Beer]
56,Praise Karina,39,C1,null,null,25-Jan,C,"[Softdrink,Hotdog]"
468,Ibrahim Gerarda,29,C1,null,null,23-Feb,C,"[Softdrink,Hotdog,Beer]"
0,Roseanne Winfield,23,C1,null,null,19-Jan,C,"[Softdrink,Hotdog]"
134,Tad Kathryn,29,C1,null,null,24-Feb,C,"[Hotdog,Beer]"
330,Connell Sela,37,C1,null,null,11-Feb,C,[]
69,Connie Nadia,32,C1,null,null,20-Jan,C,[]
377,Karter Eppie,32,C1,null,null,15-Feb,C,"[Softdrink,Hotdog,Book,Beer]"
171,Lexi Kester,32,C1,null,null,23-Feb,C,[Softdrink]
81,Alysa Sara,35,C1,null,null,19-Feb,C,[Book]
